"initial_alias","converted_alias","name","description","namespace"
"RAET1E","ENSG00000164520","RAET1E","retinoic acid early transcript 1E [Source:HGNC Symbol;Acc:HGNC:16793]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAI1","ENSG00000108557","RAI1","retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAI1","ENSG00000258436","RNASE12","ribonuclease A family member 12 (inactive) [Source:HGNC Symbol;Acc:HGNC:24211]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYH6","ENSG00000197616","MYH6","myosin heavy chain 6 [Source:HGNC Symbol;Acc:HGNC:7576]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM170B-AS1","ENSG00000234736","FAM170B-AS1","FAM170B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45006]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MOB3B","ENSG00000120162","MOB3B","MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRKAR2A-AS1","ENSG00000224424","PRKAR2A-AS1","PRKAR2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40471]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"SNORD71","ENSG00000223224","SNORD71","small nucleolar RNA, C/D box 71 [Source:HGNC Symbol;Acc:HGNC:32732]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CAPZA1","ENSG00000116489","CAPZA1","capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LAMA5-AS1","ENSG00000228812","LAMA5-AS1","LAMA5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40334]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HEPHL1","ENSG00000181333","HEPHL1","hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C5ORF67","ENSG00000225940","C5orf67","chromosome 5 putative open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:51252]","GENECARDS,HGNC"
"VWC2","ENSG00000188730","VWC2","von Willebrand factor C domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30200]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SGSM1","ENSG00000167037","SGSM1","small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OARD1","ENSG00000124596","OARD1","O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:HGNC:21257]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL23A","ENSG00000110944","IL23A","interleukin 23 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15488]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHA4","ENSG00000116106","EPHA4","EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCAS3","ENSG00000141376","BCAS3","BCAS3 microtubule associated cell migration factor [Source:HGNC Symbol;Acc:HGNC:14347]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DERL1","ENSG00000136986","DERL1","derlin 1 [Source:HGNC Symbol;Acc:HGNC:28454]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CRTC3","ENSG00000140577","CRTC3","CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFIH1","ENSG00000115267","IFIH1","interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COPG2","ENSG00000158623","COPG2","COPI coat complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAXBP1","ENSG00000159086","PAXBP1","PAX3 and PAX7 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:13579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C12ORF49","ENSG00000111412","SPRING1","SREBF pathway regulator in golgi 1 [Source:HGNC Symbol;Acc:HGNC:26128]","UNIPROT_GN"
"AP1B1","ENSG00000100280","AP1B1","adaptor related protein complex 1 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:554]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1ORF229","None","None","None",""
"LINC01544","ENSG00000260440","LINC01544","long intergenic non-protein coding RNA 1544 [Source:HGNC Symbol;Acc:HGNC:51312]","GENECARDS,HGNC"
"FBXL13","ENSG00000161040","FBXL13","F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF5B","ENSG00000158417","EIF5B","eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TTC9B","ENSG00000174521","TTC9B","tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:HGNC:26395]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTPRH","ENSG00000080031","PTPRH","protein tyrosine phosphatase receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNRPA1","ENSG00000131876","SNRPA1","small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EI24","ENSG00000149547","EI24","EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBLIM1","ENSG00000162458","FBLIM1","filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR52B2","ENSG00000255307","OR52B2","olfactory receptor family 52 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:15207]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XPO1","ENSG00000082898","XPO1","exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LHFPL2","ENSG00000145685","LHFPL2","LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FMN1","ENSG00000248905","FMN1","formin 1 [Source:HGNC Symbol;Acc:HGNC:3768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GFOD2","ENSG00000141098","GFOD2","Gfo/Idh/MocA-like oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C19ORF52","None","None","None",""
"MAP3K6","ENSG00000142733","MAP3K6","mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00449","ENSG00000203441","LINC00449","long intergenic non-protein coding RNA 449 [Source:HGNC Symbol;Acc:HGNC:42786]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HFE2","ENSG00000168509","HJV","hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887]","UNIPROT_GN"
"LHB","ENSG00000104826","LHB","luteinizing hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:6584]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYNJ2BP-COX16","ENSG00000258644","SYNJ2BP-COX16","SYNJ2BP-COX16 readthrough [Source:HGNC Symbol;Acc:HGNC:48350]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXN3","ENSG00000053254","FOXN3","forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FABP5","ENSG00000164687","FABP5","fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXP1","ENSG00000114861","FOXP1","forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXP1","ENSG00000285708","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAG1","ENSG00000173402","DAG1","dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDR42E1","ENSG00000184860","SDR42E1","short chain dehydrogenase/reductase family 42E, member 1 [Source:HGNC Symbol;Acc:HGNC:29834]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WDR11-AS1","None","None","None",""
"GNG2","ENSG00000186469","GNG2","G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC149","ENSG00000181982","CCDC149","coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIA1","ENSG00000116001","TIA1","TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STIM2","ENSG00000109689","STIM2","stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EVA1A","ENSG00000115363","EVA1A","eva-1 homolog A, regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP7A","ENSG00000165240","ATP7A","ATPase copper transporting alpha [Source:HGNC Symbol;Acc:HGNC:869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCL2L15","ENSG00000188761","BCL2L15","BCL2 like 15 [Source:HGNC Symbol;Acc:HGNC:33624]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF282","ENSG00000170265","ZNF282","zinc finger protein 282 [Source:HGNC Symbol;Acc:HGNC:13076]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ID3","ENSG00000117318","ID3","inhibitor of DNA binding 3 [Source:HGNC Symbol;Acc:HGNC:5362]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF157","ENSG00000147117","ZNF157","zinc finger protein 157 [Source:HGNC Symbol;Acc:HGNC:12942]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFKBID","ENSG00000167604","NFKBID","NFKB inhibitor delta [Source:HGNC Symbol;Acc:HGNC:15671]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BCLAF1","ENSG00000029363","BCLAF1","BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOL4","ENSG00000101746","NOL4","nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL12A1","ENSG00000111799","COL12A1","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIAA0430","None","None","None",""
"TGFB2","ENSG00000092969","TGFB2","transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPZA2","ENSG00000198898","CAPZA2","capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OTUD7B","ENSG00000264522","OTUD7B","OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPM1","ENSG00000000419","DPM1","dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CALHM2","ENSG00000138172","CALHM2","calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NKAPL","ENSG00000189134","NKAPL","NFKB activating protein like [Source:HGNC Symbol;Acc:HGNC:21584]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAQR9-AS1","ENSG00000241570","PAQR9-AS1","PAQR9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50861]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"STYX","ENSG00000198252","STYX","serine/threonine/tyrosine interacting protein [Source:HGNC Symbol;Acc:HGNC:11447]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMPRSS11GP","ENSG00000229009","TMPRSS11GP","transmembrane serine protease 11G, pseudogene [Source:HGNC Symbol;Acc:HGNC:42983]","GENECARDS,HGNC"
"IRS4","ENSG00000133124","IRS4","insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MST1","ENSG00000173531","MST1","macrophage stimulating 1 [Source:HGNC Symbol;Acc:HGNC:7380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATPIF1","None","None","None",""
"TOMM20","ENSG00000173726","TOMM20","translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBXN2B","ENSG00000215114","UBXN2B","UBX domain protein 2B [Source:HGNC Symbol;Acc:HGNC:27035]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AHSA1","ENSG00000100591","AHSA1","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NKAPP1","ENSG00000233382","NKAPP1","NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NKAPP1","ENSG00000293328","NKAPP1","NFKB activating protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:26706]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TBC1D23","ENSG00000036054","TBC1D23","TBC1 domain family member 23 [Source:HGNC Symbol;Acc:HGNC:25622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1ORF115","ENSG00000162817","C1orf115","chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNX33","ENSG00000173548","SNX33","sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNHG5","ENSG00000203875","SNHG5","small nucleolar RNA host gene 5 [Source:HGNC Symbol;Acc:HGNC:21026]","GENECARDS,HGNC"
"C7ORF26","None","None","None",""
"LBR","ENSG00000143815","LBR","lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM175B","None","None","None",""
"TCF23","ENSG00000163792","TCF23","transcription factor 23 [Source:HGNC Symbol;Acc:HGNC:18602]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLGAP1-AS5","ENSG00000261520","DLGAP1-AS5","DLGAP1 antisense RNA 5 [Source:HGNC Symbol;Acc:HGNC:27586]","GENECARDS,HGNC"
"VWC2L","ENSG00000174453","VWC2L","von Willebrand factor C domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:37203]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERF","ENSG00000105722","ERF","ETS2 repressor factor [Source:HGNC Symbol;Acc:HGNC:3444]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC01609","ENSG00000253103","LINC01609","long intergenic non-protein coding RNA 1609 [Source:HGNC Symbol;Acc:HGNC:51663]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"TUBA1C","ENSG00000167553","TUBA1C","tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LPCAT4","ENSG00000176454","LPCAT4","lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC36A1","ENSG00000123643","SLC36A1","solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNAP29","ENSG00000099940","SNAP29","synaptosome associated protein 29 [Source:HGNC Symbol;Acc:HGNC:11133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPN13","ENSG00000162949","CAPN13","calpain 13 [Source:HGNC Symbol;Acc:HGNC:16663]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3R6","ENSG00000276231","PIK3R6","phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00115","ENSG00000225880","LINC00115","long intergenic non-protein coding RNA 115 [Source:HGNC Symbol;Acc:HGNC:26211]","GENECARDS,HGNC"
"OR52N2","ENSG00000180988","OR52N2","olfactory receptor family 52 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:15228]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE12","ENSG00000174840","PDE12","phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PFN2","ENSG00000070087","PFN2","profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G2","ENSG00000110321","EIF4G2","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CALR3","ENSG00000269058","CALR3","calreticulin 3 [Source:HGNC Symbol;Acc:HGNC:20407]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZCCHC18","ENSG00000166707","ZCCHC18","zinc finger CCHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:32459]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AGTRAP","ENSG00000177674","AGTRAP","angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CUTA","ENSG00000112514","CUTA","cutA divalent cation tolerance homolog [Source:HGNC Symbol;Acc:HGNC:21101]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP4C","ENSG00000149923","PPP4C","protein phosphatase 4 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9319]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXO1","ENSG00000174371","EXO1","exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRAC2","ENSG00000229637","PRAC2","PRAC2 small nuclear protein [Source:HGNC Symbol;Acc:HGNC:30143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DNASE1L2","ENSG00000167968","DNASE1L2","deoxyribonuclease 1 like 2 [Source:HGNC Symbol;Acc:HGNC:2958]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMA7","ENSG00000232112","TMA7","translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DSCR10","ENSG00000233316","DSCR10","Down syndrome critical region 10 [Source:HGNC Symbol;Acc:HGNC:16302]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ZC3H12A","ENSG00000163874","ZC3H12A","zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:HGNC:26259]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DSG3","ENSG00000134757","DSG3","desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TLE4","ENSG00000106829","TLE4","TLE family member 4, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FNTB","ENSG00000257365","FNTB","farnesyltransferase, CAAX box, beta [Source:HGNC Symbol;Acc:HGNC:3785]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMP24","ENSG00000125966","MMP24","matrix metallopeptidase 24 [Source:HGNC Symbol;Acc:HGNC:7172]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FHL3","ENSG00000183386","FHL3","four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YIPF5","ENSG00000145817","YIPF5","Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD5L","ENSG00000073754","CD5L","CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDCD5","ENSG00000105185","PDCD5","programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASH2L","ENSG00000129691","ASH2L","ASH2 like, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:744]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPP1R3B","ENSG00000173281","PPP1R3B","protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLP2","ENSG00000102007","PLP2","proteolipid protein 2 [Source:HGNC Symbol;Acc:HGNC:9087]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ABCC6P1","ENSG00000256340","ABCC6P1","ATP binding cassette subfamily C member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33352]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ABCC6P1","ENSG00000291057","ABCC6P1","ATP binding cassette subfamily C member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33352]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"YES1","ENSG00000176105","YES1","YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM118A","ENSG00000100376","FAM118A","family with sequence similarity 118 member A [Source:HGNC Symbol;Acc:HGNC:1313]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANGPTL2","ENSG00000136859","ANGPTL2","angiopoietin like 2 [Source:HGNC Symbol;Acc:HGNC:490]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL17A","ENSG00000112115","IL17A","interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DRC7","ENSG00000159625","DRC7","dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SKI","ENSG00000157933","SKI","SKI proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10896]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALAS1","ENSG00000023330","ALAS1","5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"USP40","ENSG00000085982","USP40","ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"B3GALT2","ENSG00000162630","B3GALT2","beta-1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:917]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TRAT1","ENSG00000163519","TRAT1","T cell receptor associated transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:30698]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL13AP20","ENSG00000234498","RPL13AP20","ribosomal protein L13a pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35709]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"VPS9D1","ENSG00000075399","VPS9D1","VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UQCRC2","ENSG00000140740","UQCRC2","ubiquinol-cytochrome c reductase core protein 2 [Source:HGNC Symbol;Acc:HGNC:12586]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLSTN2-AS1","ENSG00000250433","CLSTN2-AS1","CLSTN2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49095]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"KCNQ5-IT1","None","None","None",""
